order_date,order_value,quantity,discount_amount,shipping_cost,product_category,payment_method,shipping_type,promotion_code,return_flag,day_of_week,day_name,month,quarter,is_weekend,hour_of_day,week_of_year,season,recency_days,frequency,monetary_total,avg_order_value,customer_return_rate,total_returns,product_return_rate,category_return_rate,customer_hist_return_rate,value_per_item,discount_rate,shipping_ratio
2023-01-06 22:00:00,288.1,1,28.48,11.9,Electronics,Bank Transfer,Express,WELCOME10,1,4,Friday,1,1,0,22,1,Winter,11,2,402.72,201.36,0.5,1,0.2,0.1162,0.0,288.0997119002881,0.09885456404423962,0.041305102251631025
2023-01-31 01:00:00,114.62,3,29.77,7.73,Books,PayPal,Express,0,0,1,Tuesday,1,1,0,1,5,Winter,11,2,402.72,201.36,0.5,1,0.087,0.0964,1.0,38.206653931115355,0.2597277939301361,0.06744023671749924
2023-02-05 21:00:00,40.7,3,3.35,9.43,Electronics,Credit Card,Standard,FLASHSALE,0,6,Sunday,2,1,1,21,5,Winter,5,1,40.7,40.7,0.0,0,0.087,0.1162,0.0,13.566662144445953,0.0823095802872339,0.23169532600257184
2023-01-31 18:00:00,365.97,3,1.95,1.96,Electronics,PayPal,Next Day,FLASHSALE,1,1,Tuesday,1,1,0,18,5,Winter,10,1,365.97,365.97,1.0,1,0.087,0.1162,0.0,121.98995933668023,0.00532830558426017,0.005355630228282017
2023-02-10 13:00:00,214.7,4,43.7,13.81,Electronics,Bank Transfer,Standard,WELCOME10,0,4,Friday,2,1,0,13,6,Winter,1,1,214.7,214.7,0.0,0,0.087,0.1162,0.0,53.67498658125335,0.2035398220608299,0.0643223099006879
2023-01-07 17:00:00,448.46,1,32.03,9.16,Books,Bank Transfer,Express,WELCOME10,0,5,Saturday,1,1,1,17,1,Winter,34,2,810.87,405.44,0.0,0,0.087,0.0964,0.0,448.4595515404485,0.0714222002599514,0.020425455959449102
2023-01-08 13:00:00,362.41,4,33.12,16.17,Sports,Bank Transfer,Next Day,0,0,6,Sunday,1,1,1,13,1,Winter,34,2,810.87,405.44,0.0,0,0.0,0.075,0.0,90.60247734938066,0.09138820647501943,0.044617973994597354
2023-01-18 14:00:00,371.07,2,15.65,11.88,Home,Bank Transfer,Next Day,WELCOME10,0,2,Wednesday,1,1,0,14,3,Winter,24,1,371.07,371.07,0.0,0,0.087,0.075,0.0,185.53490723254637,0.042175330686459886,0.03201552259138297
2023-01-03 08:00:00,344.81,4,6.01,14.78,Sports,PayPal,Express,0,0,1,Tuesday,1,1,0,8,1,Winter,4,2,436.04,218.02,0.0,0,0.0,0.075,0.0,86.20247844938038,0.017429888873785885,0.042864185949177264
2023-02-07 14:00:00,91.23,3,29.03,3.08,Books,PayPal,Next Day,WELCOME10,0,1,Tuesday,2,1,0,14,6,Winter,4,2,436.04,218.02,0.0,0,0.0,0.0964,0.0,30.409989863336712,0.3182067267542834,0.03376082392019266
2023-01-10 16:00:00,485.01,4,10.35,19.16,Books,PayPal,Standard,0,0,1,Tuesday,1,1,0,16,2,Winter,8,3,951.44,317.15,0.0,0,0.087,0.0964,0.0,121.25246968688258,0.021339766146389216,0.03950434003524806
2023-01-23 05:00:00,413.02,2,12.5,6.3,Clothing,Credit Card,Express,FLASHSALE,0,0,Monday,1,1,0,5,4,Winter,8,3,951.44,317.15,0.0,0,0.087,0.0763,0.0,206.5098967450516,0.03026487814085304,0.015253498582989931
2023-02-03 08:00:00,53.41,3,22.74,8.4,Electronics,Bank Transfer,Standard,WELCOME10,0,4,Friday,2,1,0,8,5,Winter,8,3,951.44,317.15,0.0,0,0.0,0.1162,0.0,17.803327398890865,0.42576295776515716,0.1572739157971557
2023-02-07 16:00:00,426.49,4,7.2,9.17,Electronics,Credit Card,Express,0,0,1,Tuesday,2,1,0,16,6,Winter,3,1,426.49,426.49,0.0,0,0.087,0.1162,0.0,106.62247334438166,0.016881990159483246,0.0215010902447863
2023-01-04 08:00:00,448.11,2,37.37,3.01,Sports,Credit Card,Next Day,WELCOME10,0,2,Wednesday,1,1,0,8,1,Winter,38,1,448.11,448.11,0.0,0,0.0,0.075,0.0,224.054887972556,0.08339470200755461,0.006717100696888931
2023-01-12 09:00:00,82.69,1,9.08,5.32,Books,Credit Card,Next Day,FLASHSALE,0,3,Thursday,1,1,0,9,2,Winter,25,2,402.93,201.46,0.0,0,0.087,0.0964,0.0,82.68991731008269,0.10980771423621098,0.06433667838509279
2023-01-17 15:00:00,320.24,2,13.21,4.03,Clothing,Credit Card,Standard,FLASHSALE,0,1,Tuesday,1,1,0,15,3,Winter,25,2,402.93,201.46,0.0,0,0.087,0.0763,0.0,160.11991994004003,0.041250312136990035,0.012584311726878867
2023-01-02 17:00:00,295.26,4,29.76,10.49,Electronics,Bank Transfer,Next Day,WELCOME10,0,0,Monday,1,1,0,17,1,Winter,5,4,1014.28,253.57,0.0,0,0.087,0.1162,0.0,73.81498154625461,0.10079252150378473,0.03552800909189186
2023-01-14 06:00:00,436.67,3,47.35,11.77,Sports,Credit Card,Standard,FLASHSALE,0,5,Saturday,1,1,1,6,2,Winter,5,4,1014.28,253.57,0.0,0,0.0,0.075,0.0,145.55661814779396,0.10843428651284887,0.026953992655886612
2023-01-15 00:00:00,204.12,4,2.58,1.91,Clothing,PayPal,Express,WELCOME10,0,6,Sunday,1,1,1,0,2,Winter,5,4,1014.28,253.57,0.0,0,0.087,0.0763,0.0,51.02998724250319,0.012639623688812347,0.009357240792880459
2023-02-05 23:00:00,78.23,3,40.85,12.51,Clothing,Bank Transfer,Express,0,0,6,Sunday,2,1,1,23,5,Winter,5,4,1014.28,253.57,0.0,0,0.087,0.0763,0.0,26.076657974447343,0.5221781858343578,0.1599130747806075
2023-01-20 07:00:00,168.92,4,4.57,1.8,Electronics,Bank Transfer,Next Day,SUMMER20,1,4,Friday,1,1,0,7,3,Winter,19,2,425.18,212.59,0.5,1,0.087,0.1162,0.0,42.229989442502635,0.027054226692788147,0.010655931738953756
2023-01-23 13:00:00,256.26,3,45.69,17.46,Electronics,Bank Transfer,Next Day,SUMMER20,0,0,Monday,1,1,0,13,4,Winter,19,2,425.18,212.59,0.5,1,0.0,0.1162,1.0,85.41997152667615,0.17829548045619495,0.0681339262150397
2023-01-26 17:00:00,243.25,4,28.03,1.23,Sports,Bank Transfer,Standard,0,0,3,Thursday,1,1,0,17,4,Winter,2,2,656.08,328.04,0.0,0,0.087,0.075,0.0,60.8124847968788,0.11523124310285204,0.005056526186817981
2023-02-09 02:00:00,412.83,4,6.3,13.43,Books,PayPal,Express,WELCOME10,0,3,Thursday,2,1,0,2,6,Winter,2,2,656.08,328.04,0.0,0,0.087,0.0964,0.0,103.20747419813144,0.015260518820675535,0.03253155043836071
2023-01-20 03:00:00,274.61,4,30.66,11.54,Electronics,Bank Transfer,Express,FLASHSALE,1,4,Friday,1,1,0,3,3,Winter,13,2,651.17,325.59,1.0,2,0.4286,0.1162,0.0,68.65248283687929,0.1116492476178972,0.042023232795516424
2023-01-29 11:00:00,376.56,2,9.75,12.88,Books,PayPal,Next Day,0,1,6,Sunday,1,1,1,11,4,Winter,13,2,651.17,325.59,1.0,2,0.087,0.0964,1.0,188.27990586004705,0.025892288012820563,0.03420437636975681
2023-02-05 11:00:00,131.02,2,40.13,10.27,Home,Credit Card,Standard,WELCOME10,0,6,Sunday,2,1,1,11,5,Winter,6,1,131.02,131.02,0.0,0,0.0,0.075,0.0,65.50996724501638,0.306289113827743,0.07838497879419189
2023-01-20 15:00:00,39.47,4,12.38,10.51,Clothing,Bank Transfer,Express,0,1,4,Friday,1,1,0,15,3,Winter,22,1,39.47,39.47,1.0,1,0.087,0.0763,0.0,9.867497533125617,0.3136559332744887,0.2662781792176798
2023-02-05 01:00:00,87.87,3,30.34,13.9,Books,Credit Card,Standard,WELCOME10,0,6,Sunday,2,1,1,1,5,Winter,6,1,87.87,87.87,0.0,0,0.087,0.0964,0.0,29.289990236669922,0.3452828002130101,0.15818823081611208
2023-01-06 15:00:00,263.68,3,12.1,2.09,Electronics,Bank Transfer,Express,FLASHSALE,0,4,Friday,1,1,0,15,1,Winter,36,1,263.68,263.68,0.0,0,0.087,0.1162,0.0,87.89330403556532,0.045888956136646855,0.007926274241784458
2023-01-28 21:00:00,197.15,2,38.64,10.33,Books,PayPal,Express,SUMMER20,0,5,Saturday,1,1,1,21,4,Winter,13,1,197.15,197.15,0.0,0,0.4286,0.0964,0.0,98.57495071252464,0.19599289781388335,0.052396652029436205
2023-01-09 18:00:00,457.06,1,43.34,16.29,Clothing,PayPal,Express,WELCOME10,0,0,Monday,1,1,0,18,2,Winter,9,3,1157.29,385.76,0.33,1,0.087,0.0763,0.0,457.0595429404571,0.0948234365404467,0.0356408348233474
2023-01-23 03:00:00,488.05,1,14.46,13.45,Home,Bank Transfer,Express,0,1,0,Monday,1,1,0,3,4,Winter,9,3,1157.29,385.76,0.33,1,0.087,0.075,0.0,488.0495119504881,0.029628111813076303,0.027558651721014953
2023-02-02 01:00:00,212.18,4,0.72,3.54,Home,PayPal,Express,FLASHSALE,0,3,Thursday,2,1,0,1,5,Winter,9,3,1157.29,385.76,0.33,1,0.2,0.075,0.5,53.044986738753316,0.003393345256888749,0.016683947513036347
2023-02-08 23:00:00,253.93,1,16.41,19.31,Home,PayPal,Standard,SUMMER20,0,2,Wednesday,2,1,0,23,6,Winter,2,1,253.93,253.93,0.0,0,0.087,0.075,0.0,253.92974607025397,0.06462410875192333,0.07604457891527358
2023-02-06 16:00:00,107.07,4,13.92,5.38,Books,PayPal,Standard,SUMMER20,0,0,Monday,2,1,0,16,6,Winter,4,1,107.07,107.07,0.0,0,0.087,0.0964,0.0,26.76749330812667,0.13000840450164936,0.050247501165148964
2023-02-08 17:00:00,388.29,4,24.63,12.91,Books,Credit Card,Standard,WELCOME10,0,2,Wednesday,2,1,0,17,6,Winter,2,1,388.29,388.29,0.0,0,0.087,0.0964,0.0,97.07247573188107,0.06343197078618565,0.03324834522329098
2023-01-22 22:00:00,49.65,4,33.21,11.65,Electronics,Credit Card,Standard,0,0,6,Sunday,1,1,1,22,3,Winter,19,1,49.65,49.65,0.0,0,0.0,0.1162,0.0,12.412496896875775,0.6688821617546393,0.23464249275644528
2023-02-10 06:00:00,225.76,3,27.84,16.18,Home,Bank Transfer,Standard,SUMMER20,0,4,Friday,2,1,0,6,6,Winter,1,1,225.76,225.76,0.0,0,0.087,0.075,0.0,75.25330824889724,0.12331679605192773,0.07166902873994938
2023-01-09 16:00:00,145.65,4,1.8,8.06,Clothing,Credit Card,Express,FLASHSALE,0,0,Monday,1,1,0,16,2,Winter,32,1,145.65,145.65,0.0,0,0.087,0.0763,0.0,36.41249089687727,0.012358393324006912,0.05533813899527539
2023-01-30 04:00:00,150.09,3,10.75,15.69,Books,Bank Transfer,Express,FLASHSALE,0,0,Monday,1,1,0,4,5,Winter,12,1,150.09,150.09,0.0,0,0.087,0.0964,0.0,50.02998332333889,0.07162369197399099,0.10453727693692266
2023-01-08 03:00:00,88.18,2,11.43,7.25,Books,Credit Card,Express,WELCOME10,0,6,Sunday,1,1,1,3,1,Winter,0,3,975.65,325.22,0.33,1,0.087,0.0964,0.0,44.08997795501102,0.12962122783373523,0.0822181891333841
2023-01-20 04:00:00,441.24,3,31.88,11.28,Clothing,PayPal,Next Day,SUMMER20,0,4,Friday,1,1,0,4,3,Winter,0,3,975.65,325.22,0.33,1,0.0,0.0763,0.0,147.07995097334967,0.07225092903578341,0.025564318680164264
2023-02-11 01:00:00,446.23,3,24.31,19.05,Home,PayPal,Express,SUMMER20,1,5,Saturday,2,1,1,1,6,Winter,0,3,975.65,325.22,0.33,1,0.087,0.075,0.0,148.74328375223874,0.05447863197346966,0.04269098885621543
2023-02-01 13:00:00,190.29,3,49.88,2.85,Home,Bank Transfer,Next Day,SUMMER20,0,2,Wednesday,2,1,0,13,5,Winter,10,1,190.29,190.29,0.0,0,0.087,0.075,0.0,63.429978856673706,0.26212622701074034,0.014977140075794105
2023-01-15 10:00:00,313.55,4,7.86,6.69,Books,Credit Card,Standard,SUMMER20,0,6,Sunday,1,1,1,10,2,Winter,14,2,698.09,349.04,0.0,0,0.1667,0.0964,0.0,78.3874804031299,0.025067772205173745,0.021336309930357806
2023-01-28 13:00:00,384.54,1,32.84,18.82,Books,PayPal,Standard,0,0,5,Saturday,1,1,1,13,4,Winter,14,2,698.09,349.04,0.0,0,0.087,0.0964,0.0,384.5396154603846,0.08540073832266933,0.048941592424867134
2023-01-08 22:00:00,136.26,3,19.62,10.63,Books,Credit Card,Express,SUMMER20,1,6,Sunday,1,1,1,22,1,Winter,33,1,136.26,136.26,1.0,1,0.087,0.0964,0.0,45.419984860005044,0.14398943091157032,0.07801262235423
2023-01-05 04:00:00,400.3,2,19.41,17.91,Clothing,Credit Card,Standard,0,0,3,Thursday,1,1,0,4,1,Winter,3,4,1140.59,285.15,0.0,0,0.087,0.0763,0.0,200.14989992505002,0.04848863340372562,0.04474144380529242
2023-01-10 10:00:00,228.2,1,24.88,3.36,Home,PayPal,Next Day,FLASHSALE,0,1,Tuesday,1,1,0,10,2,Winter,3,4,1140.59,285.15,0.0,0,0.125,0.075,0.0,228.1997718002282,0.1090271686720983,0.014723926315846073
2023-01-30 17:00:00,277.06,1,13.2,10.47,Sports,PayPal,Standard,FLASHSALE,0,0,Monday,1,1,0,17,5,Winter,3,4,1140.59,285.15,0.0,0,0.0,0.075,0.0,277.0597229402771,0.04764310962375258,0.037789648315203754
2023-02-08 01:00:00,235.03,2,20.93,0.98,Sports,Credit Card,Standard,0,0,2,Wednesday,2,1,0,1,6,Winter,3,4,1140.59,285.15,0.0,0,0.087,0.075,0.0,117.51494124252937,0.08905246100900965,0.004169680448582392
2023-01-10 03:00:00,126.4,2,17.65,1.4,Clothing,Credit Card,Standard,WELCOME10,0,1,Tuesday,1,1,0,3,2,Winter,32,1,126.4,126.4,0.0,0,0.087,0.0763,0.0,63.1999684000158,0.1396360748446513,0.011075949279462425
2023-02-11 00:00:00,362.48,3,4.69,2.75,Clothing,Bank Transfer,Standard,WELCOME10,0,5,Saturday,2,1,1,0,6,Winter,0,1,362.48,362.48,0.0,0,0.1667,0.0763,0.0,120.82662639112453,0.01293864485505781,0.007586625448061615
2023-01-26 23:00:00,478.11,2,26.78,9.55,Sports,Bank Transfer,Express,WELCOME10,0,3,Thursday,1,1,0,23,4,Winter,15,1,478.11,478.11,0.0,0,0.087,0.075,0.0,239.05488047255974,0.05601221464513979,0.019974482817814974
2023-01-02 14:00:00,157.47,2,24.64,1.32,Home,Bank Transfer,Standard,0,0,0,Monday,1,1,0,14,1,Winter,40,1,157.47,157.47,0.0,0,0.087,0.075,0.0,78.73496063251967,0.15647424806963708,0.008382549003730559
2023-01-04 15:00:00,241.87,3,27.22,15.02,Books,Bank Transfer,Standard,0,0,2,Wednesday,1,1,0,15,1,Winter,38,1,241.87,241.87,0.0,0,0.087,0.0964,0.0,80.62330645889784,0.11253979363898046,0.06209947466779892
2023-01-03 03:00:00,22.05,3,48.8,13.57,Books,Credit Card,Next Day,SUMMER20,0,1,Tuesday,1,1,0,3,1,Winter,23,2,94.96,47.48,0.0,0,0.1667,0.0964,0.0,7.349997550000817,2.213151827067944,0.6154194732236066
2023-01-19 10:00:00,72.91,4,19.95,9.57,Sports,Bank Transfer,Express,WELCOME10,0,3,Thursday,1,1,0,10,3,Winter,23,2,94.96,47.48,0.0,0,0.1667,0.075,0.0,18.227495443126138,0.2736250133915099,0.13125771319081453
2023-01-09 06:00:00,493.95,1,28.2,14.3,Electronics,Bank Transfer,Express,0,0,0,Monday,1,1,0,6,2,Winter,8,3,923.31,307.77,0.0,0,0.1667,0.1162,0.0,493.949506050494,0.057090798548252254,0.028950298554610187
2023-01-12 07:00:00,258.55,2,35.63,8.0,Home,Bank Transfer,Next Day,0,0,3,Thursday,1,1,0,7,2,Winter,8,3,923.31,307.77,0.0,0,0.087,0.075,0.0,129.27493536253232,0.13780700004715915,0.03094179063646571
2023-02-03 06:00:00,170.81,2,29.66,6.68,Sports,Credit Card,Standard,0,0,4,Friday,2,1,0,6,5,Winter,8,3,923.31,307.77,0.0,0,0.087,0.075,0.0,85.40495729752135,0.1736432283025395,0.03910778034595293
2023-01-04 00:00:00,221.84,4,39.02,18.71,Clothing,Bank Transfer,Express,WELCOME10,0,2,Wednesday,1,1,0,0,1,Winter,7,2,643.34,321.67,0.0,0,0.087,0.0763,0.0,55.45998613500347,0.1758925343675959,0.08434006453146384
2023-02-03 20:00:00,421.5,3,31.8,19.93,Electronics,Bank Transfer,Express,FLASHSALE,0,4,Friday,2,1,0,20,5,Winter,7,2,643.34,321.67,0.0,0,0.087,0.1162,0.0,140.49995316668227,0.07544483967865993,0.047283511157097245
2023-01-04 20:00:00,387.75,2,9.79,15.14,Electronics,Credit Card,Express,SUMMER20,1,2,Wednesday,1,1,0,20,1,Winter,2,4,1526.28,381.57,0.25,1,0.4,0.1162,0.0,193.87490306254847,0.025248226885239904,0.03904577681741902
2023-01-12 23:00:00,355.29,1,29.19,3.2,Sports,Bank Transfer,Next Day,0,0,3,Thursday,1,1,0,23,2,Winter,2,4,1526.28,381.57,0.25,1,0.087,0.075,1.0,355.28964471035533,0.08215823670196674,0.009006726873802452
2023-01-21 18:00:00,393.19,4,39.37,14.58,Home,Bank Transfer,Standard,WELCOME10,0,5,Saturday,1,1,1,18,3,Winter,2,4,1526.28,381.57,0.25,1,0.087,0.075,0.5,98.29747542563113,0.10012970802886718,0.03708130919636484
2023-02-09 04:00:00,390.05,4,47.57,11.5,Books,Bank Transfer,Standard,FLASHSALE,0,3,Thursday,2,1,0,4,6,Winter,2,4,1526.28,381.57,0.25,1,0.087,0.0964,0.3333333333333333,97.5124756218811,0.1219587229279356,0.02948339948856967
2023-01-03 05:00:00,168.57,4,0.85,16.96,Electronics,Credit Card,Express,FLASHSALE,0,1,Tuesday,1,1,0,5,1,Winter,39,1,168.57,168.57,0.0,0,0.087,0.1162,0.0,42.14248946437763,0.005042415583778753,0.10061102153045608
2023-02-03 23:00:00,298.01,2,35.26,7.92,Sports,Bank Transfer,Next Day,0,0,4,Friday,2,1,0,23,5,Winter,7,1,298.01,298.01,0.0,0,0.087,0.075,0.0,149.00492549753724,0.11831817684534687,0.02657628929708302
2023-01-21 19:00:00,357.28,3,22.72,15.6,Home,Credit Card,Express,WELCOME10,0,5,Saturday,1,1,1,19,3,Winter,18,2,592.58,296.29,0.0,0,0.087,0.075,0.0,119.09329363556877,0.06359158065497207,0.04366323319619561
2023-01-24 11:00:00,235.3,1,34.7,4.67,Clothing,Credit Card,Standard,FLASHSALE,0,1,Tuesday,1,1,0,11,4,Winter,18,2,592.58,296.29,0.0,0,0.087,0.0763,0.0,235.29976470023533,0.14747131259043217,0.01984700374055672
2023-01-16 05:00:00,13.71,4,16.7,5.2,Sports,Bank Transfer,Next Day,SUMMER20,0,0,Monday,1,1,0,5,3,Winter,17,2,273.33,136.66,0.0,0,0.087,0.075,0.0,3.4274991431252144,1.218088897294756,0.3792851656247144
2023-01-25 00:00:00,259.62,4,12.08,7.3,Books,Credit Card,Express,WELCOME10,0,2,Wednesday,1,1,0,0,4,Winter,17,2,273.33,136.66,0.0,0,0.2,0.0964,0.0,64.90498377375405,0.046529542999269924,0.02811801853432702
2023-01-07 19:00:00,410.48,3,8.13,12.28,Clothing,Credit Card,Express,WELCOME10,0,5,Saturday,1,1,1,19,1,Winter,32,2,896.46,448.23,0.0,0,0.087,0.0763,0.0,136.82662105779298,0.019806080637775093,0.02991619560047701
2023-01-10 04:00:00,485.98,3,44.7,7.91,Books,Bank Transfer,Express,0,0,1,Tuesday,1,1,0,4,2,Winter,32,2,896.46,448.23,0.0,0,0.087,0.0964,0.0,161.99327933557356,0.09197909360060272,0.016276389941404193
2023-01-09 02:00:00,373.93,4,28.86,3.22,Electronics,Bank Transfer,Standard,WELCOME10,0,0,Monday,1,1,0,2,2,Winter,18,2,687.53,343.76,0.0,0,0.087,0.1162,0.0,93.48247662938084,0.07718022069055647,0.008611237374344832
2023-01-24 06:00:00,313.6,3,21.96,1.72,Sports,Bank Transfer,Express,SUMMER20,0,1,Tuesday,1,1,0,6,4,Winter,18,2,687.53,343.76,0.0,0,0.087,0.075,0.0,104.53329848890051,0.070025509980786,0.0054846938600615625
2023-01-30 12:00:00,422.58,4,41.09,11.43,Clothing,Credit Card,Express,FLASHSALE,1,0,Monday,1,1,0,12,5,Winter,12,1,422.58,422.58,1.0,1,0.087,0.0763,0.0,105.6449735887566,0.09723602608444314,0.027048132833905694
2023-01-10 01:00:00,455.43,2,37.94,13.52,Electronics,PayPal,Standard,SUMMER20,0,1,Tuesday,1,1,0,1,2,Winter,32,1,455.43,455.43,0.0,0,0.087,0.1162,0.0,227.7148861425569,0.0833058865614784,0.02968623053007876
2023-01-18 08:00:00,337.1,4,0.76,2.52,Home,PayPal,Standard,FLASHSALE,0,2,Wednesday,1,1,0,8,3,Winter,24,1,337.1,337.1,0.0,0,0.087,0.075,0.0,84.27497893125528,0.0022545238734662594,0.007475526527809176
2023-01-27 10:00:00,333.08,4,23.32,11.05,Clothing,Credit Card,Standard,WELCOME10,0,4,Friday,1,1,0,10,4,Winter,15,1,333.08,333.08,0.0,0,0.087,0.0763,0.0,83.2699791825052,0.07001320982943074,0.03317521306240179
2023-01-17 05:00:00,267.33,2,25.94,11.56,Clothing,PayPal,Standard,0,0,1,Tuesday,1,1,0,5,3,Winter,25,1,267.33,267.33,0.0,0,0.125,0.0763,0.0,133.6649331675334,0.09703362848526681,0.043242434282563004
2023-02-04 17:00:00,246.65,2,46.07,11.41,Sports,PayPal,Next Day,0,0,5,Saturday,2,1,1,17,5,Winter,6,1,246.65,246.65,0.0,0,0.087,0.075,0.0,123.32493833753082,0.18678288997858142,0.046259882236935404
2023-01-06 23:00:00,347.84,4,12.98,14.78,Books,PayPal,Express,SUMMER20,0,4,Friday,1,1,0,23,1,Winter,35,1,347.84,347.84,0.0,0,0.0,0.0964,0.0,86.95997826000543,0.037316007252426384,0.042490800245829116
2023-02-11 04:00:00,101.83,2,14.57,15.04,Clothing,Bank Transfer,Next Day,0,0,5,Saturday,2,1,1,4,6,Winter,0,1,101.83,101.83,0.0,0,0.087,0.0763,0.0,50.914974542512724,0.14308160519413135,0.14769714084555494
2023-02-02 10:00:00,324.74,1,43.22,3.58,Home,Credit Card,Express,FLASHSALE,0,3,Thursday,2,1,0,10,5,Winter,9,1,324.74,324.74,0.0,0,0.087,0.075,0.0,324.73967526032476,0.13309108784538065,0.011024203944619684
2023-01-03 18:00:00,50.37,1,32.32,6.8,Books,PayPal,Next Day,WELCOME10,0,1,Tuesday,1,1,0,18,1,Winter,15,2,445.95,222.98,0.0,0,0.087,0.0964,0.0,50.36994963005037,0.641651764112532,0.13500098997417134
2023-01-27 00:00:00,395.58,4,41.81,12.04,Clothing,Bank Transfer,Standard,FLASHSALE,0,4,Friday,1,1,0,0,4,Winter,15,2,445.95,222.98,0.0,0,0.087,0.0763,0.0,98.89497527625618,0.10569290635094569,0.03043632127398675
2023-01-31 11:00:00,437.93,3,21.62,1.42,Electronics,PayPal,Standard,SUMMER20,0,1,Tuesday,1,1,0,11,5,Winter,11,1,437.93,437.93,0.0,0,0.087,0.1162,0.0,145.976618007794,0.04936862044306483,0.0032425273371485684
2023-01-26 02:00:00,15.94,4,30.28,6.79,Home,PayPal,Express,WELCOME10,0,3,Thursday,1,1,0,2,4,Winter,16,1,15.94,15.94,0.0,0,0.087,0.075,0.0,3.9849990037502487,1.899623469283346,0.42597236976333946
2023-01-31 08:00:00,155.8,2,4.42,2.91,Electronics,Credit Card,Standard,WELCOME10,0,1,Tuesday,1,1,0,8,5,Winter,11,1,155.8,155.8,0.0,0,0.087,0.1162,0.0,77.89996105001947,0.028369704567588545,0.018677791921195175
2023-01-21 01:00:00,180.31,2,41.15,4.36,Electronics,PayPal,Express,WELCOME10,0,5,Saturday,1,1,1,1,3,Winter,11,2,271.07,135.54,0.0,0,0.0,0.1162,0.0,90.15495492252253,0.22821806761567262,0.024180577759522058
2023-01-30 21:00:00,90.76,1,13.48,8.84,Clothing,Bank Transfer,Standard,WELCOME10,0,0,Monday,1,1,0,21,5,Winter,11,2,271.07,135.54,0.0,0,0.087,0.0763,0.0,90.75990924009078,0.14852357703257407,0.09739973449317171
2023-01-11 23:00:00,37.97,1,48.34,19.57,Electronics,PayPal,Standard,FLASHSALE,0,2,Wednesday,1,1,0,23,2,Winter,13,2,528.16,264.08,0.0,0,0.087,0.1162,0.0,37.96996203003797,1.2731103167471607,0.5154068866103007
2023-01-29 08:00:00,490.19,2,31.02,5.61,Sports,PayPal,Next Day,WELCOME10,0,6,Sunday,1,1,1,8,4,Winter,13,2,528.16,264.08,0.0,0,0.087,0.075,0.0,245.09487745256126,0.06328158456255414,0.011444541888972558
2023-01-14 09:00:00,371.84,3,8.15,10.88,Electronics,Bank Transfer,Standard,0,0,5,Saturday,1,1,1,9,2,Winter,22,2,475.85,237.92,0.5,1,0.087,0.1162,0.0,123.94662535112487,0.021918029200951948,0.029259896651086772
2023-01-19 18:00:00,104.01,3,4.63,12.63,Electronics,PayPal,Standard,FLASHSALE,1,3,Thursday,1,1,0,18,3,Winter,22,2,475.85,237.92,0.5,1,0.087,0.1162,0.0,34.66998844333718,0.044514950057543023,0.12143063050254177
2023-01-14 02:00:00,499.71,1,42.83,0.23,Clothing,Bank Transfer,Next Day,0,0,5,Saturday,1,1,1,2,2,Winter,28,1,499.71,499.71,0.0,0,0.087,0.0763,0.0,499.7095002904997,0.08570971146122809,0.0004602669539127355
2023-01-15 23:00:00,384.79,2,2.59,1.13,Clothing,Credit Card,Next Day,0,0,6,Sunday,1,1,1,23,2,Winter,26,1,384.79,384.79,0.0,0,0.087,0.0763,0.0,192.3949038025481,0.006730944133862771,0.0029366667456621354
2023-01-28 14:00:00,139.87,2,35.44,2.49,Sports,PayPal,Standard,SUMMER20,0,5,Saturday,1,1,1,14,4,Winter,8,2,282.08,141.04,0.0,0,0.087,0.075,0.0,69.93496503251748,0.2533781350298267,0.017802244814454533
2023-02-02 18:00:00,142.21,2,11.44,7.0,Sports,PayPal,Express,FLASHSALE,0,3,Thursday,2,1,0,18,5,Winter,8,2,282.08,141.04,0.0,0,0.087,0.075,0.0,71.10496444751777,0.08044441262608527,0.04922297975372351
2023-01-08 06:00:00,488.17,3,16.08,4.18,Clothing,PayPal,Next Day,0,0,6,Sunday,1,1,1,6,1,Winter,12,4,1103.54,275.88,0.5,2,0.087,0.0763,0.0,162.7232790922403,0.03293934483286694,0.008562590883170634
2023-01-12 14:00:00,323.17,4,37.71,13.76,Clothing,PayPal,Express,WELCOME10,1,3,Thursday,1,1,0,14,2,Winter,12,4,1103.54,275.88,0.5,2,0.087,0.0763,0.0,80.79247980188005,0.11668781100755697,0.042578209479288885
2023-01-24 20:00:00,158.6,1,4.18,17.96,Sports,PayPal,Standard,0,0,1,Tuesday,1,1,0,20,4,Winter,12,4,1103.54,275.88,0.5,2,0.087,0.075,0.5,158.5998414001586,0.026355611435336622,0.11324085678914972
2023-01-30 09:00:00,133.6,3,3.85,12.1,Sports,Credit Card,Next Day,WELCOME10,1,0,Monday,1,1,0,9,5,Winter,12,4,1103.54,275.88,0.5,2,0.087,0.075,0.3333333333333333,44.53331848889383,0.02881736505376224,0.09056886159753846
2023-01-01 08:00:00,437.2,2,10.6,12.3,Sports,Bank Transfer,Next Day,SUMMER20,0,6,Sunday,1,1,1,8,52,Winter,41,1,437.2,437.2,0.0,0,0.0,0.075,0.0,218.59989070005463,0.02424519665085728,0.028133577245806094
